Year,LocationID,LocationName,Geography_Type,County,DataSource,Category,Measure,Short_Question_Text,MeasureId,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,TotalPop18plus,TotalPopulation,Latitude,Longitude
2023,19805,19805,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,15.6,13.7,17.6,%,Crude prevalence,29744,39985,39.7452101,-75.593712
2023,19805,19805,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,32.7,28.5,36.5,%,Crude prevalence,29744,39985,39.7452101,-75.593712
2022,19805,19805,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,39.1,34.2,44.4,%,Crude prevalence,29744,39985,39.7452101,-75.593712
2023,19806,19806,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,16.1,13.7,18.6,%,Crude prevalence,8977,10083,39.7625423,-75.5632982
2023,19806,19806,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,8.5,7.2,10.0,%,Crude prevalence,8977,10083,39.7625423,-75.5632982
2023,19806,19806,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,20.6,17.6,24.1,%,Crude prevalence,8977,10083,39.7625423,-75.5632982
2022,19806,19806,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,30.3,25.9,35.1,%,Crude prevalence,8977,10083,39.7625423,-75.5632982
2023,19807,19807,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,14.2,12.0,16.5,%,Crude prevalence,6615,8089,39.7965002,-75.6128401
2023,19807,19807,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,7.2,6.0,8.6,%,Crude prevalence,6615,8089,39.7965002,-75.6128401
2023,19807,19807,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,19.4,16.4,22.6,%,Crude prevalence,6615,8089,39.7965002,-75.6128401
2022,19807,19807,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,27.5,23.4,32.0,%,Crude prevalence,6615,8089,39.7965002,-75.6128401
2023,19808,19808,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,15.7,13.4,18.3,%,Crude prevalence,31618,39285,39.7376151,-75.6670572
2023,19808,19808,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,10.6,9.1,12.1,%,Crude prevalence,31618,39285,39.7376151,-75.6670572
2023,19808,19808,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,23.3,20.0,26.8,%,Crude prevalence,31618,39285,39.7376151,-75.6670572
2022,19808,19808,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,32.1,27.6,37.0,%,Crude prevalence,31618,39285,39.7376151,-75.6670572
2023,19809,19809,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,15.5,13.2,18.1,%,Crude prevalence,11773,14658,39.7566739,-75.5010351
2023,19809,19809,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,11.2,9.6,12.9,%,Crude prevalence,11773,14658,39.7566739,-75.5010351
2023,19809,19809,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,23.4,19.9,26.9,%,Crude prevalence,11773,14658,39.7566739,-75.5010351
2022,19809,19809,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,34.1,29.4,39.1,%,Crude prevalence,11773,14658,39.7566739,-75.5010351
2023,19810,19810,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,14.9,12.7,17.4,%,Crude prevalence,20500,25270,39.818682,-75.5061826
2023,19810,19810,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,9.3,8.0,10.7,%,Crude prevalence,20500,25270,39.818682,-75.5061826
2023,19810,19810,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,21.4,18.4,24.8,%,Crude prevalence,20500,25270,39.818682,-75.5061826
2022,19810,19810,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,31.0,26.6,35.9,%,Crude prevalence,20500,25270,39.818682,-75.5061826
2023,19930,19930,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,10.7,9.0,12.6,%,Crude prevalence,2503,2657,38.5528625,-75.069397
2023,19930,19930,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,6.9,5.8,8.2,%,Crude prevalence,2503,2657,38.5528625,-75.069397
2023,19930,19930,ZCTA,Sussex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,19.4,16.3,22.6,%,Crude prevalence,2503,2657,38.5528625,-75.069397
2022,19930,19930,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,24.0,20.3,28.3,%,Crude prevalence,2503,2657,38.5528625,-75.069397
2023,19931,19931,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,11.9,10.1,14.1,%,Crude prevalence,217,258,38.569298,-75.6104506
2023,19931,19931,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,20.6,17.4,24.1,%,Crude prevalence,217,258,38.569298,-75.6104506
2023,19931,19931,ZCTA,Sussex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,36.2,31.0,41.4,%,Crude prevalence,217,258,38.569298,-75.6104506
2022,19931,19931,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,34.2,29.7,39.5,%,Crude prevalence,217,258,38.569298,-75.6104506
2023,19933,19933,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,13.1,11.0,15.4,%,Crude prevalence,7377,9784,38.7330183,-75.603361
2023,19933,19933,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,17.1,14.8,19.5,%,Crude prevalence,7377,9784,38.7330183,-75.603361
2023,19933,19933,ZCTA,Sussex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,32.0,27.5,36.4,%,Crude prevalence,7377,9784,38.7330183,-75.603361
2022,19933,19933,ZCTA,Sussex,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,35.0,30.5,40.3,%,Crude prevalence,7377,9784,38.7330183,-75.603361
